Country,Order Date,Total Revenue
Federated States of Micronesia,29/10/1974,273027.3
Ukraine,29/09/1999,956981.76
Gabon,16/02/1960,992444
Burkina Faso,18/10/1995,6057199.28
Jordan,28/09/1983,616702.18
Dominican Republic,11/10/1953,980352.09
South Korea,20/05/1964,5257948.36
Iran,11/03/1999,4441990.69
Liechtenstein,08/06/1965,2135317.59
Guatemala,06/06/1960,55127.6
Canada,10/02/1968,1400101.5
Croatia,02/05/1962,75951.58
Tonga,20/10/1971,5793164.16
Papua New Guinea,14/02/1996,1230477.22
Costa Rica,25/08/1963,286687.83
Sweden,10/02/1988,280619.3
France,29/07/1963,4014709.65
Myanmar,06/04/1990,812232.74
Grenada,15/02/1953,655229.41
Afghanistan,22/03/1992,5494515.94
Swaziland,27/12/1971,43712
Greece,11/12/1970,294356.7
Brunei,27/10/1960,147824.67
Angola,03/10/1990,1824377.1
China,18/02/1991,564999.49
Morocco,04/12/1957,1986333.68
Oman,24/10/1968,365276.26
Montenegro,17/11/1994,731630.94
Algeria,22/12/1979,9479.28
India,10/02/1990,351357.27
Nicaragua,05/06/1970,6522983.47
Togo,16/10/1987,6411382.38
Cameroon,23/01/1982,876534.88
Pakistan,12/12/1987,1295498.6
Saint Kitts and Nevis ,04/10/1969,3252771.9
Montenegro,14/11/1960,529883.2
India,16/02/1974,1367767.38
Libya,15/09/1989,6075242.57
Angola,17/11/1968,669353.2
Romania,07/04/1988,6019107.89
Dominica,05/11/1999,1330525.57
Ireland,21/05/1984,652940.97
Singapore,13/05/1964,997415.46
Italy,30/08/1991,459085.28
Ghana,22/06/1978,6239243.01
Algeria,18/07/1995,1708544.2
Hungary,01/10/1974,878392.64
Haiti,24/07/2000,2259047.49
Papua New Guinea,17/08/1993,337735.44
Fiji,10/08/1968,824837.24
Sierra Leone,23/01/1996,344372.72
Mexico,23/10/1982,542470
Guatemala,25/03/1956,206776.9
Taiwan,23/11/1997,1875301.05
Bangladesh,26/02/1966,454653.68
Dominica,01/03/1986,3662119.6
Myanmar,15/04/1977,3592815.24
Tajikistan,04/10/1998,42372.85
Iraq,08/11/1991,220547.6
Afghanistan,20/11/1975,723147.04
Mauritius ,01/03/1970,217842.95
France,28/03/1962,874.24
Malawi,09/07/1990,802723.38
Saint Kitts and Nevis ,04/04/1961,1550978
Kuwait,01/08/1982,1549549.6
Lebanon,04/07/1985,3106306
Austria,20/12/1982,3905507.6
Portugal,25/05/1961,1058238.14
Panama,11/10/1956,2109378.64
Nepal,26/05/1999,3162065.55
India,26/01/1973,46311.2
China,24/08/1952,906219.72
Greenland,04/05/1996,2835242
Malta,21/03/1999,308045.4
Netherlands,05/05/1960,2828350.56
Cote d'Ivoire,19/11/2000,412293.05
Bulgaria,03/07/1982,4041028.69
Guatemala,25/10/1963,768752.38
Fiji,12/08/1978,293739.6
Tonga,07/07/1961,197359.68
Germany,04/08/1989,345135.96
Japan,14/01/1966,236804.16
Togo,21/12/1951,70491.96
Kuwait,09/12/1992,2976894.8
Nepal,12/04/1990,48301.76
Uzbekistan,11/09/1998,900576.48
Gabon,17/08/1975,432601.65
Guinea-Bissau,22/07/1951,5868704.52
Australia,27/12/1984,3942793
Belarus,12/04/1971,391159.78
Togo,21/06/1980,295711.68
Tajikistan,02/07/1972,2490642.29
Syria,04/08/1961,602385.84
Fiji,30/11/1972,4343086.73
Ethiopia,02/04/1977,1007706.46
Saint Lucia,19/02/1982,58471.11
Romania,12/10/1979,4176289.11
Netherlands,29/01/1998,1788150.1
Central African Republic,20/11/1976,1221035.2
Gabon,27/09/1990,299492.64
Bangladesh,15/09/2000,990732.48
Syria,05/04/1980,2920933.2
Bahrain,16/04/1985,1583246.56
Rwanda,02/11/1984,2653804
Tunisia ,08/04/1960,1725692.8
Djibouti,29/03/1961,1474242
United States of America,17/06/1999,1119274.17
Denmark,20/06/1983,187854.55
Honduras,01/10/1962,1277773.64
Cyprus,21/08/1975,61068.15
Turkey,05/04/1957,65458.72
Jamaica,27/04/1994,140831.34
Ukraine,11/08/1968,426195.9
Luxembourg,21/04/1983,1754826.7
Cape Verde,22/04/1995,817218.48
Tajikistan,24/08/1976,467761.8
France,19/03/1958,1807822
Macedonia,08/01/1998,307841.76
Albania,27/12/1990,976267.6
Qatar,22/06/1978,157771.25
Ukraine,12/02/1999,1864670.5
Equatorial Guinea,08/04/1955,1945922
Kosovo,08/10/1976,998636.1
Greece,11/02/1979,767199.51
Monaco,04/02/1990,1868990.2
Kenya,30/04/1967,2455712.91
Poland,13/03/1990,1575231.6
Zimbabwe,01/05/1989,53880.75
Sweden,16/07/1960,88728.3
Nauru,03/03/1960,116164.64
Sudan,26/11/1955,81357.6
Bosnia and Herzegovina,09/08/1980,3410160
Turkmenistan,05/11/1969,861924.42
Trinidad and Tobago,10/04/1951,543422.77
Laos,02/11/1998,4694572.89
Fiji,29/01/1972,63259.02
Cote d'Ivoire,08/07/1969,579251.2
Bulgaria,23/02/1973,277108
Macedonia,16/10/1995,668605.56
Libya,25/10/1980,7350.97
Cape Verde,20/06/1955,2764415.6
Bosnia and Herzegovina,29/04/1972,1008356
France,08/01/1992,3710235.04
Vatican City,28/01/1954,549317.94
Monaco,27/05/1997,965744.43
South Korea,08/03/1990,2750425.2
Turkey,20/09/1978,56269.23
Bulgaria,18/02/1977,1299981.6
Greece,06/09/1965,550661.22
Palau,06/03/1970,668142.75
Antigua and Barbuda ,14/06/1993,755813.37
Nauru,23/04/1987,78549.27
South Sudan,14/04/1982,380169.4
Netherlands,07/01/1989,3200697.15
Saint Lucia,16/09/1954,949779.9
Sierra Leone,27/11/1971,54384.57
Kosovo,14/06/1986,3341.35
Tanzania,19/06/1974,86548.8
Fiji,17/06/1956,60141.18
Poland,18/01/1967,1247364.8
Bulgaria,28/12/1976,755202.12
Cote d'Ivoire,13/10/1976,39316.62
Mozambique,13/11/1958,796214.08
Thailand,21/11/1995,676997.46
Indonesia,28/03/1961,74770.62
Finland,17/08/1981,808344.16
Djibouti,10/06/1990,822388.6
Austria,23/08/1981,954998.22
Samoa ,17/08/1961,1963054.17
Afghanistan,20/01/1989,546446.78
South Korea,08/08/1951,1233391.74
Finland,11/12/1997,63845.19
Canada,16/11/1958,86610.93
Antigua and Barbuda ,24/07/1951,350845.3
Libya,31/05/1979,298270.7
Central African Republic,30/06/1990,231398.12
Tajikistan,03/03/1992,2008866.2
New Zealand,09/10/1965,993942.4
Dominica,07/05/1973,118008.15
Ghana,23/08/1963,854724.88
Afghanistan,21/05/1957,420596.8
Kenya,11/03/1984,1886080.8
Grenada,17/09/1984,2451180.9
Kiribati,25/03/1998,2796295.74
Bhutan,30/08/1989,130013
Macedonia,17/05/1981,486017.28
Angola,23/05/1969,400023.76
Panama,23/06/1958,333522.56
Taiwan,15/10/1966,2829194.34
Andorra,11/09/1996,288114.8
Egypt,09/10/1993,3388797.17
United Arab Emirates,27/12/1955,4768106.45
South Sudan,01/05/1969,663876
Ghana,17/07/1975,665772.58
Greenland,07/11/1987,133465.09
Morocco,10/10/1976,17307.15
Central African Republic,13/01/1960,292292
Austria,30/12/1955,975542.56
Bahrain,01/07/1955,1676679.04
Zambia,27/06/2000,119811.25
Tonga,01/04/1962,993318.4
Tunisia ,28/10/1967,1709984.1
Portugal,31/08/1996,48385.38
Ethiopia,11/09/1978,2978479.39
Vietnam,09/04/1953,461403.8
Laos,18/08/1952,1081929.13
Namibia,11/11/1986,1824039.21
Uzbekistan,08/04/1954,452094.54
Costa Rica,05/02/1991,1674476
Turkmenistan,21/11/1951,454058.4
Burkina Faso,01/05/1964,720940.5
Serbia,23/10/1994,2243382.39
Cape Verde,31/07/1956,4328280
Seychelles ,14/03/1992,100854.82
Macedonia,18/10/1990,4190052.9
Jordan,11/05/1958,146511.06
Togo,25/05/1956,30313.17
Trinidad and Tobago,06/08/2000,1258670.2
Netherlands,14/03/1956,565675
Botswana,14/01/1954,269830.96
Guatemala,18/11/1966,750935.24
Australia,07/11/1995,42212.44
Iraq,16/12/1959,1459872.56
Czech Republic,14/11/1996,2294201.36
Morocco,05/04/1989,1973166.3
Laos,01/03/1994,1910583.93
Brunei,05/10/1978,1177491.74
Barbados,01/01/1972,23203.95
Turkmenistan,18/10/1977,13274.46
Spain,18/09/1982,101181.74
Greece,29/12/1982,757821.14
Liberia,10/01/1964,6396680.44
The Gambia,20/04/1999,2479798.4
Jamaica,16/01/1954,111231.32
Nicaragua,05/11/1982,2774154.6
Luxembourg,09/03/1978,435158.16
Ukraine,20/05/1988,3406172.19
Rwanda,05/09/1973,2896450
Oman,28/03/1971,47555.01
Niger,02/02/1963,2276063.2
Liberia,14/10/1991,1550445.75
Belize,11/09/1977,39736.47
Greenland,13/08/1968,564440.8
Romania,25/06/1979,212768.16
Bhutan,07/11/1964,1025032.44
Libya,26/05/1957,1363454.88
Vanuatu,23/02/1984,516718.4
Comoros,08/01/1968,2141543.92
The Bahamas,28/09/1961,452625.55
Azerbaijan,19/07/1962,1227823.3
Vanuatu,07/01/1986,6325853.94
Samoa ,14/02/1956,2024499.4
Seychelles ,01/09/1958,1532670.7
Niger,27/02/1983,6260.43
Federated States of Micronesia,18/05/1969,1488681.78
Angola,06/03/1996,708264
Croatia,03/03/1963,888155.9
Saint Kitts and Nevis ,17/05/1966,3524469.06
Turkey,17/03/1979,1577924.7
Israel,09/07/1960,3812198.04
Czech Republic,18/01/1977,2014831.5
Samoa ,13/11/1959,1893076
Czech Republic,28/02/1988,1381001.58
Marshall Islands,27/01/1963,1140198.06
Bosnia and Herzegovina,14/12/1982,2047432.17
United Arab Emirates,23/05/2000,2547533.52
The Bahamas,07/02/1987,432459.3
France,22/07/1951,309432.24
Saint Vincent and the Grenadines,15/05/1984,683109.28
Swaziland,17/12/1970,1017598.68
Iceland,19/03/1971,2067591.75
Malawi,05/06/1994,3598156
Guinea-Bissau,19/07/1973,1913215.7
Albania,17/06/1982,2170202.16
Bahrain,14/12/1968,4373158.88
Republic of the Congo,13/01/1961,144140.32
Myanmar,08/01/1995,1018161.76
Mauritius ,29/08/1984,1131991.02
Finland,26/03/1972,495584.8
Slovenia,04/08/1974,540071.84
Tonga,25/12/1951,76441.95
East Timor,22/03/1956,1919599.5
Croatia,19/10/1955,627988.8
Mexico,25/12/1961,2401929.52
Sudan,16/06/1958,163373.6
Brunei,28/07/2000,87735.05
Slovakia,16/10/1985,460221.63
United Arab Emirates,28/10/1955,2201302
Iraq,18/04/1992,2861532.14
Russia,03/01/1968,43188.57
United Arab Emirates,19/04/1990,1023079.36
Laos,29/09/1984,1355419.88
Austria,22/02/1966,3531806.95
Democratic Republic of the Congo,28/04/1982,670431.19
North Korea,23/04/1983,979585.92
Germany,12/07/1976,656772.8
Haiti,17/07/1977,2018945.5
Azerbaijan,14/05/1963,1214454.98
United Arab Emirates,16/10/1977,6516300.77
United States of America,28/04/1997,162234.05
Antigua and Barbuda ,16/01/1962,1392482
Kuwait,17/01/1961,734017.13
Belarus,07/03/1979,1073247.72
Japan,29/05/1958,418599.5
Vatican City,09/03/1995,180993.52
Somalia,01/03/1990,556581.3
Antigua and Barbuda ,31/05/1995,2584076.25
Saudi Arabia,12/12/1959,958581.12
Fiji,02/01/1974,365270.1
Cape Verde,30/08/1995,546201.59
Poland,01/07/1973,255605.92
Mexico,20/07/1967,266099.6
Iran,04/03/1976,4137660.8
Palau,15/11/1978,596892.96
Latvia,13/12/1950,46833.15
Iceland,25/02/1966,6520310.39
Benin,14/09/1974,201558.18
Norway,27/06/1986,2480458.89
Liberia,09/06/2000,3226973.2
Thailand,12/01/1993,437963.5
Mauritania,26/10/1966,3751613.2
Costa Rica,23/07/1978,1127371.49
Japan,25/08/1988,746819.52
Oman,01/08/1976,2384570.48
Brunei,26/02/1976,2765910.84
Djibouti,08/03/1968,436073.64
United States of America,18/11/1956,221069.55
Kazakhstan,03/01/1954,1378767.28
Burundi,17/01/1985,142446.24
Czech Republic,23/02/1963,672662.8
Cote d'Ivoire,20/08/1969,674039.04
Brunei,09/07/1983,1190932.8
Pakistan,18/05/1979,900527.16
Guinea-Bissau,14/12/1956,2670985.59
Solomon Islands,10/07/1974,545466.02
Greenland,08/06/1997,723542.88
Japan,06/07/1992,73688.34
Russia,29/04/1980,3905857.62
Comoros,15/04/1954,121614.24
Brunei,09/08/1997,114164.7
Mexico,23/02/1955,1210599.39
Niger,13/08/1961,2941481.6
Denmark,10/11/1979,1218566.8
Senegal,16/02/1952,1375959.2
Turkmenistan,28/09/1965,2070300.46
United Arab Emirates,20/09/1994,192362.3
Syria,27/03/1983,2314974
Russia,13/07/1965,182250.2
Oman,14/07/1962,3028921.6
Bahrain,16/06/1984,715674.72
Senegal,06/06/1951,1010398.4
United Arab Emirates,23/09/1962,1774891.23
Libya,27/08/1964,1781362
Marshall Islands,17/10/1992,2431542
Costa Rica,13/01/1965,18101.6
Nicaragua,17/09/1981,433705.86
Switzerland,25/04/1989,2411118.16
Bhutan,03/06/1953,1265498.52
Mali,10/03/1988,945158.1
Tuvalu,27/04/1997,1422930.72
United Kingdom,05/11/1987,3096687.6
Ghana,24/12/1975,3446419.41
Nauru,21/01/1979,1721091.9
Eritrea,25/06/2000,1790501.16
Trinidad and Tobago,16/10/1973,480722.72
Honduras,28/11/1992,1950786.4
Moldova ,09/05/1966,171224.35
Belgium,12/10/1952,869590.8
Cyprus,20/10/1966,94855.04
Samoa ,16/02/1975,1087316.4
Panama,12/07/1985,541402.4
Kyrgyzstan,01/05/1964,38448.93
Zimbabwe,03/01/1982,16812.66
Syria,28/10/1992,617470.15
Samoa ,15/05/1966,3535816.57
Montenegro,20/11/1992,282469.85
Senegal,16/12/1987,1060631.46
Namibia,05/08/1993,544105.12
Senegal,04/03/1982,3597965.68
Niger,26/05/1995,430905.82
Greenland,26/05/1995,908772.48
Uzbekistan,09/02/1968,10833.18
Cape Verde,15/03/1994,76720.59
Trinidad and Tobago,01/10/1997,1520612.28
Iceland,15/06/1957,42180.93
Costa Rica,14/09/1998,2079000.32
Sudan,26/12/1997,6095958.94
Bulgaria,23/12/1990,226473.83
Guinea,08/05/1969,1324913.7
United States of America,14/03/1958,368684.03
Niger,09/12/1971,697734.4
Lebanon,04/07/1980,995889.66
Thailand,28/10/1967,6274387.03
Portugal,18/02/1955,490011.52
Nauru,05/02/1960,693600.16
Eritrea,13/05/1994,4373827.15
Senegal,17/11/1965,1785064.6
Democratic Republic of the Congo,13/02/1994,2255411.25
Saint Lucia,25/11/1975,156442.65
Denmark,16/07/1971,3433340.82
Greece,04/06/1979,786160.87
Equatorial Guinea,31/07/1960,530999.81
Cyprus,08/05/1987,1458207.06
Iceland,17/03/1996,4309056.57
Kyrgyzstan,11/11/1966,1159455.56
Zimbabwe,30/05/1961,1001332.64
Ireland,12/06/1971,35879.47
Armenia,21/11/1965,4876366.19
Finland,01/10/1987,5152361.7
Angola,11/02/1970,4352687.64
Somalia,28/07/1995,529050.06
Romania,04/09/1962,3574491.69
Honduras,11/11/1958,3665460.95
Iceland,08/05/1980,477990.72
Belarus,06/06/1995,4889731.59
Cyprus,02/02/1976,1660596.4
Belgium,19/08/1955,4118548.01
Russia,15/08/1962,358010.25
Nauru,30/09/1973,1661402.82
Turkey,17/06/1954,462510.07
Liberia,12/10/1966,771444.48
Georgia,27/06/1952,660172
Jamaica,29/05/1988,1322856.7
Burundi,01/07/1955,5380297.02
Spain,25/07/1985,4869097.17
Malta,22/06/1972,241076.4
Republic of the Congo,16/07/1994,11802.24
Bangladesh,10/12/1977,6433435.29
Mozambique,05/03/1964,5839343.26
Nepal,08/08/1961,145624.05
Nicaragua,15/06/1979,22966.13
Jamaica,18/07/1984,2138138.52
Iraq,26/12/1951,2774657.04
Guinea,01/04/1969,61115.6
Guinea-Bissau,14/12/1975,345441.12
Nauru,16/05/1998,92320.35
Palau,14/10/1981,986907.68
Senegal,20/09/1953,169602.56
The Bahamas,15/07/1960,149495.04
Latvia,24/11/1971,4119298.4
El Salvador,13/08/1965,1787121.6
The Gambia,29/04/1980,435163.95
Ireland,18/01/1965,237507.38
Germany,10/04/1983,1380685.72
Romania,15/09/1997,400288.2
Sudan,20/08/1960,6159795.39
Trinidad and Tobago,30/09/1987,924360.99
Syria,31/03/1963,976701.28
Vanuatu,02/11/1961,2335239.06
Panama,29/09/1988,631527.71
Lesotho,12/05/1959,3030604.45
Romania,05/12/1969,6073835.67
Cuba,31/01/1959,448497.4
Malta,14/12/1951,759189.97
Iraq,09/02/1963,2214922.5
Moldova ,01/10/1995,118707.24
Panama,09/06/1966,567442.05
Trinidad and Tobago,02/07/1951,6319829.39
Somalia,04/11/1976,2463452
Canada,01/07/1995,2273374.11
Antigua and Barbuda ,23/05/1988,1931834.31
Djibouti,11/05/1969,729000.8
Iceland,23/04/1969,1285076.94
Israel,17/09/1953,1809712.59
Gabon,30/12/1972,918656.2
Laos,14/02/1957,325554.45
Tuvalu,07/10/1993,328337.2
Madagascar,26/05/1975,1009377.12
Saint Kitts and Nevis ,04/08/1966,4114344.78
Kyrgyzstan,18/09/1986,385929.06
Slovenia,02/07/1975,75367.74
Guinea-Bissau,12/03/1984,1516668.09
Haiti,21/05/1992,831103.26
Tajikistan,01/05/1962,1066330.8
Belarus,20/04/1988,86539.92
United Kingdom,23/07/1978,152599.2
Mongolia,13/04/1988,4667873.28
Saint Vincent and the Grenadines,11/02/1952,252623.8
Lesotho,16/07/1999,1201120.83
Montenegro,26/12/1988,210691.84
Poland,28/11/1995,2865054.99
Laos,16/06/1989,2218383.2
Kosovo,01/04/1967,399163.6
Federated States of Micronesia,06/08/1957,964192.56
Uzbekistan,15/02/1999,89838.57
Ghana,24/01/1968,857848
Sweden,28/06/1998,2026350.7
Montenegro,08/05/1987,1040266
Greenland,03/05/1972,47212.75
Afghanistan,26/07/1956,1250350.96
Canada,27/04/1959,2098480.86
Czech Republic,27/01/1968,386053.2
North Korea,09/07/1953,4144610.54
Saint Kitts and Nevis ,01/06/1956,227760
Swaziland,24/09/1973,1064554.11
Brunei,28/02/1997,324716.16
Philippines,08/09/1952,61306.08
Nicaragua,29/10/1962,490544.7
Samoa ,16/02/1963,548585.6
Zambia,19/10/1965,3710100.66
Maldives,14/11/1953,6111605.85
Canada,10/10/1992,3792272.8
Lebanon,06/07/1978,145509.6
Macedonia,30/06/1970,2538512.13
Latvia,16/07/1991,1218809.04
Ethiopia,30/04/1971,2836553.6
Papua New Guinea,09/04/1967,2374363.31
Federated States of Micronesia,28/02/1956,5373133.71
Portugal,08/09/1990,15683.73
Cameroon,24/09/1971,861721.2
Burundi,20/05/1991,440525.8
Togo,14/12/1982,7566.63
Burundi,21/07/1990,881302.08
The Gambia,05/01/1997,4058.55
The Gambia,05/10/1963,145813.85
Cameroon,20/12/1978,5865448.47
Portugal,01/02/1991,265103.15
Greece,11/01/2000,785941.76
Dominican Republic,21/10/1990,59735.52
Republic of the Congo,12/08/1991,2081553.12
Lebanon,18/11/1979,525196.98
Zambia,28/07/1958,825719.68
Dominican Republic,28/04/1968,3958705.59
Italy,21/09/1954,548761.72
Croatia,24/10/1960,741548.5
Mali,16/03/1977,558788.01
Egypt,02/09/1989,2588224
Singapore,19/04/1967,229930.05
Libya,24/08/1973,266315.36
Poland,21/03/1965,227923.5
Cote d'Ivoire,02/03/1984,3388797.17
Armenia,04/02/1963,482580.48
Armenia,25/03/1987,5502535.18
Yemen,10/03/1952,1436957.34
Botswana,23/02/1968,1819005.1
Czech Republic,17/03/1957,316488.06
Federated States of Micronesia,10/03/1959,2758732
Saint Kitts and Nevis ,17/09/1965,271318.3
Lithuania,22/11/1956,1703420.23
Saint Kitts and Nevis ,14/03/1955,2718522.36
Guatemala,08/09/1970,304268.5
Tuvalu,01/09/1957,87692.67
France,31/03/1988,122758.46
Nicaragua,30/03/1986,317428.25
Botswana,16/06/1984,229086.27
Democratic Republic of the Congo,05/05/1965,456171.66
Swaziland,01/07/2000,258853.92
Central African Republic,06/11/1975,410284.6
United States of America,02/12/1998,1117953.66
Saudi Arabia,10/05/1955,3086547.24
Netherlands,19/02/1959,59684.01
Turkey,20/05/1982,459876.12
Panama,26/11/1967,3222395.82
Kiribati,23/05/1972,1985312.56
Macedonia,20/05/1979,1250903.85
Comoros,29/07/1983,6362321.7
Finland,26/01/1999,322185.5
Somalia,25/11/1979,1986239.2
Morocco,04/11/1988,1539083.12
Portugal,06/03/1962,65677.28
Mongolia,18/07/1992,19541.5
United States of America,02/12/1953,392269.15
Syria,21/09/1955,42799.9
East Timor,06/10/1999,38861.55
Tunisia ,11/04/1991,26730.45
Yemen,07/06/1958,5960968.4
Zambia,11/09/1972,1222215.33
Spain,04/02/1996,2507779.2
United Arab Emirates,24/04/1980,45132.64
Malawi,02/07/1986,4631111.1
Honduras,21/05/1982,347618.7
El Salvador,24/12/1972,445067.82
United Kingdom,21/10/1977,879813.28
The Bahamas,27/12/1972,1565171.3
Guinea-Bissau,07/01/1993,4008376.89
Honduras,03/01/1991,100646.88
Moldova ,04/09/1975,711121.32
Federated States of Micronesia,19/09/1993,2740369.6
Lesotho,10/02/1970,3084130.56
Papua New Guinea,17/02/1996,148176.49
Latvia,05/08/1951,997233.6
Hungary,12/01/1972,1690854
Kyrgyzstan,19/05/1951,1272822.36
Kyrgyzstan,20/06/1961,5636222.55
Niger,14/07/1986,706750.56
Qatar,22/02/1960,1805840.3
Bhutan,30/08/1967,1437736.96
Belgium,11/05/1976,4400877.18
Uzbekistan,01/06/1951,273122.2
Marshall Islands,07/12/1969,501619.36
China,29/05/1956,394738.3
Myanmar,31/07/1997,157035.36
Democratic Republic of the Congo,22/04/1967,2361666.18
Zambia,18/07/1983,3044660.8
Vatican City,10/02/1964,1637793.15
Niger,19/04/1993,874567.84
Tonga,03/10/1975,1432267.2
Greenland,04/09/1978,3485696.32
Zambia,24/12/1964,1194430.4
Marshall Islands,11/06/1973,144498.64
Finland,09/05/1991,198476.19
Qatar,17/01/1988,1452815.6
Dominican Republic,18/05/1989,644359.32
Mauritius ,22/02/1989,3394526.94
Kuwait,11/03/1968,6451537.47
Kosovo,14/12/1981,1006875.42
Papua New Guinea,11/07/1996,358656.96
South Africa,03/05/2000,234733.44
Nauru,09/04/1985,4959231.67
Montenegro,13/05/1977,54318.48
Norway,26/04/1964,871962.3
Switzerland,16/11/1980,6113559.48
Cambodia,26/07/1989,666099.5
Guinea,23/03/1977,4179242.34
Norway,08/05/1996,4055062.36
Uzbekistan,12/06/1963,774648.66
Madagascar,09/09/1979,1141122.42
Liberia,24/05/1960,26714.35
Greece,30/05/1982,2727209.87
Algeria,03/11/1973,1979641.6
Central African Republic,16/12/1999,4702.32
Zambia,22/11/1994,4973290.77
Grenada,26/05/1954,1514585.1
Samoa ,21/11/1991,249603.42
Thailand,31/08/1966,1161885.06
Canada,24/05/1991,2816879.6
Belize,18/12/1991,92450.97
Bhutan,31/07/1964,2517839.52
Slovakia,25/11/1981,1458794.14
Laos,31/10/1999,1492573.32
Burkina Faso,19/02/1988,3650182.8
Saint Lucia,27/12/1958,407168.45
Jordan,27/09/1997,282896.9
Australia,17/11/1989,324302.58
Czech Republic,15/04/1956,2750059.83
Bulgaria,18/06/1991,2713263.2
Saint Kitts and Nevis ,18/11/1976,4914030.66
Slovenia,11/01/1989,59441.43
East Timor,20/05/1971,438146.64
Latvia,04/12/1983,2706428.76
Somalia,04/07/1966,4167390.4
Kuwait,23/12/1987,48758.58
Sudan,20/04/1960,2431286.72
Croatia,14/04/1965,1976633.04
Liechtenstein,02/08/1989,4710201.93
Monaco,30/07/1966,1586472.98
El Salvador,10/11/1954,1046356
Russia,26/11/1967,582038.4
Vatican City,16/09/1995,55634.79
Haiti,16/10/1997,255651.44
Serbia,28/10/1990,908226.08
Andorra,09/11/1980,2057603.33
China,07/11/1999,49015.85
Vietnam,20/11/1985,431368
Marshall Islands,30/09/1994,455999.6
Turkmenistan,06/10/1988,50876.49
Belgium,19/03/1964,847466.4
Malta,12/06/1989,1711141.84
Italy,30/07/1978,475121.04
Netherlands,17/05/1951,223679.3
Gabon,25/02/1986,220172.94
Sierra Leone,03/12/1997,38292
Morocco,18/02/1962,6347343.87
Honduras,20/10/1969,1576354
Malawi,15/09/1989,4824814.89
South Africa,06/02/1959,5504678.13
Namibia,04/09/1968,518495.12
Kyrgyzstan,07/08/1957,420746.04
Rwanda,15/09/1984,105455.2
Senegal,12/12/1961,2921166.36
Saint Vincent and the Grenadines,16/07/1969,3579356.4
Israel,06/08/1972,1773174.88
Belarus,01/02/1970,1895198.72
Oman,10/04/1999,369575.64
Maldives,28/03/1977,5504.7
Italy,04/01/1980,1060086.86
United States of America,05/04/1965,885125.22
Greece,21/06/1990,459486.06
Ukraine,05/12/1955,3875340.8
Maldives,16/10/1975,67649.2
China,13/04/1979,195363
Chad,03/04/1953,1652682.72
Hungary,31/07/1951,1711835.4
Benin,22/10/1990,615735.36
Taiwan,27/06/2000,1120394.94
Saint Kitts and Nevis ,28/03/1996,2232168.32
North Korea,14/06/1969,1869904.4
Antigua and Barbuda ,13/11/1977,5769174.91
Saudi Arabia,28/10/2000,3732813.6
Cuba,20/01/1963,5175751.15
Palau,01/07/1985,222931.2
